A,B,C,posemo,anx,anger,sad,affiliation
57728294edc2cb3880f81b67,pig-1971.jpg,"['happiness  anticipation', 'humility', 'happiness', 'anticipation  surprise', 'optimism', 'agreeableness  shyness', 'surprise', 'shame', 'anticipation', 'other', 'humility  anticipation', 'happiness  anticipation', 'humility', 'happiness', 'disgust', 'optimism', 'agreeableness', 'surprise', 'shame', 'anticipation', 'other', 'humility']",34.38,9.38,0,0,0
577283d0edc2cb3880fbe34c,from-a-riviera-window-1955.jpg,"['anticipation  surprise', 'happiness  optimism', 'anger', 'surprise', 'anticipation', 'surprise', 'anticipation  surprise', 'fear', 'surprise', 'anticipation  surprise', 'anticipation  surprise', 'happiness  optimism', 'anger', 'surprise', 'anticipation', 'fear', 'anticipation  surprise', 'fear', 'surprise', 'anticipation  surprise']",45.45,9.09,6.06,0,0
57728984edc2cb38800de884,bambina-che-ride-1890.jpg,"['happiness', 'happiness  fear', 'fear', 'disgust', 'happiness', 'disgust', 'trust', 'humility  happiness', 'trust  happiness', 'humility  happiness  optimism  anticipation  surprise', 'humility  happiness  optimism', 'happiness  surprise', 'happiness', 'happiness  fear', 'fear', 'disgust', 'happiness', 'disgust', 'trust', 'humility  happiness', 'trust  happiness', 'humility  happiness  optimism', 'humility  happiness  optimism', 'happiness']",57.78,8.89,0,0,0
57728173edc2cb3880f46c0f,figure-sur-fond-d-arbre-1945.jpg,"['anticipation', 'fear', 'surprise', 'anticipation  surprise', 'surprise', 'optimism', 'surprise', 'happiness  optimism', 'fear', 'optimism  surprise', 'anticipation', 'anticipation  surprise', 'surprise', 'humility  optimism  surprise', 'surprise', 'surprise', 'anticipation  surprise', 'happiness  optimism', 'fear', 'optimism  surprise']",58.82,8.82,0,0,0
577285e7edc2cb388002682d,surya-chandra-1-1986.jpg,"['trust  anticipation  surprise', 'surprise', 'disgust', 'trust  happiness  optimism', 'humility', 'anticipation  surprise', 'optimism', 'fear', 'disagreeableness', 'disgust', 'trust  anticipation  surprise', 'surprise', 'disgust', 'trust  optimism  surprise', 'humility', 'disgust  fear', 'optimism', 'fear', 'disgust', 'disgust']",44.12,8.82,0,0,0
577285c0edc2cb3880022fab,iniziazione-1969.jpg,"['happiness', 'anticipation  surprise', 'surprise', 'optimism  anticipation', 'fear', 'other', 'trust  optimism', 'surprise', 'anticipation', 'optimism', 'humility  surprise', 'happiness', 'anticipation', 'disgust', 'anticipation  surprise', 'disgust  fear', 'other', 'trust  optimism', 'surprise', 'surprise', 'trust', 'humility  surprise  shyness']",48.57,8.57,0,0,0
57728061edc2cb3880f11f32,oblique-7-1968.jpg,"['disgust', 'disgust', 'trust  anticipation  surprise', 'happiness', 'optimism', 'surprise', 'happiness', 'happiness', 'shyness', 'anticipation  surprise', 'disgust', 'disgust', 'trust  anticipation  surprise', 'happiness', 'optimism  fear', 'anticipation  surprise', 'humility  happiness  anticipation', 'optimism', 'shyness', 'anticipation  surprise']",45.71,8.57,0,0,0
57728170edc2cb3880f4689b,l-unique-iii-1973.jpg,"['anticipation', 'anger', 'anticipation', 'surprise', 'trust  anticipation  surprise', 'anger  disgust', 'optimism', 'surprise', 'disgust  fear', 'fear', 'anticipation', 'anger  surprise', 'surprise', 'surprise', 'trust  anticipation  surprise', 'disgust  disagreeableness', 'optimism', 'trust  anticipation  surprise', 'anger  disagreeableness', 'fear']",37.14,8.57,11.43,0,0
57727634edc2cb3880d0b22a,merritt-parkway-1959.jpg,"['trust  anticipation  surprise', 'anger', 'surprise', 'anticipation', 'anticipation  surprise', 'fear  disagreeableness', 'surprise', 'anger  disagreeableness', 'fear', 'disagreeableness', 'trust  anticipation  surprise', 'anticipation', 'surprise', 'anticipation', 'anticipation  surprise', 'optimism  surprise', 'surprise', 'anger  disagreeableness', 'fear', 'disagreeableness']",34.29,8.57,8.57,0,0
577284e7edc2cb3880ff381c,mrs-st-john-hutchinson-1915.jpg,"['disgust', 'arrogance', 'disgust', 'arrogance', 'happiness', 'other', 'happiness', 'disgust  fear  surprise', 'arrogance', 'trust  disgust  disagreeableness', 'disgust', 'arrogance', 'disgust', 'arrogance', 'happiness', 'other', 'happiness', 'trust  humility  disgust  fear', 'arrogance', 'trust  arrogance  shame  anticipation']",22.86,8.57,0,0,0
57728172edc2cb3880f46afd,machine-pour-toulouse-lautrec-1991.jpg,"['trust  anticipation  surprise', 'fear', 'happiness  optimism', 'happiness', 'anticipation', 'optimism', 'happiness', 'fear', 'optimism  arrogance', 'disagreeableness  anticipation', 'trust  anticipation  surprise', 'surprise', 'surprise', 'trust  happiness  optimism', 'anticipation  surprise', 'optimism', 'happiness', 'fear', 'optimism  surprise', 'disgust  disagreeableness']",55.56,8.33,0,0,0
57728068edc2cb3880f129ef,apyu-1963.jpg,"['anticipation', 'anticipation', 'fear', 'humility  happiness', 'anticipation  surprise', 'anticipation', 'other', 'disagreeableness', 'agreeableness  surprise  shyness', 'disagreeableness', 'anticipation  surprise', 'anticipation', 'anticipation', 'agreeableness', 'happiness  optimism', 'anticipation  surprise', 'anticipation', 'other', 'disagreeableness', 'agreeableness  surprise  shyness', 'disagreeableness', 'anticipation  surprise']",33.33,8.33,0,0,0
57728015edc2cb3880effef3,marseille-sous-la-neige-1954.jpg,"['trust  anticipation  surprise', 'surprise', 'optimism', 'trust  happiness', 'humility', 'disgust  fear', 'happiness', 'happiness  optimism', 'disagreeableness', 'other', 'trust  anticipation  surprise', 'surprise', 'optimism', 'trust  happiness  optimism  surprise', 'humility', 'disgust  fear', 'happiness  optimism', 'happiness  optimism', 'fear', 'other']",56.76,8.11,0,0,0
57728123edc2cb3880f39ead,marsh-channel-with-peat-barges.jpg,"['humility', 'fear', 'fear', 'humility  happiness', 'humility  anticipation  surprise', 'happiness', 'humility', 'happiness  optimism  other', 'happiness', 'anticipation  surprise', 'humility  happiness', 'happiness', 'fear', 'gratitude  humility  happiness', 'humility  anticipation  surprise', 'happiness', 'humility', 'happiness  agreeableness', 'happiness', 'anticipation  surprise']",45.95,8.11,0,0,0
57728328edc2cb3880fa01cd,explosion-of-red-on-green-1910.jpg,"['trust  anticipation  surprise', 'anger  fear', 'surprise', 'disagreeableness', 'anticipation', 'surprise', 'fear', 'disagreeableness', 'trust  optimism  anticipation  surprise', 'anger  disagreeableness', 'trust  anticipation  surprise', 'anger', 'surprise', 'anger', 'anticipation', 'surprise', 'fear', 'disagreeableness', 'trust  optimism  anticipation  surprise', 'anger  disagreeableness']",37.84,8.11,13.51,0,0
57728235edc2cb3880f6dc9d,is-it-true-what-they-say-about-dixie-1966.jpg,"['humility  arrogance  surprise', 'trust  anticipation  surprise', 'trust', 'optimism  anger', 'optimism', 'trust  agreeableness', 'anger', 'anticipation', 'optimism', 'arrogance', 'humility  fear', 'fear  anticipation  surprise', 'trust', 'optimism  anger', 'fear', 'trust  agreeableness', 'anger', 'anticipation  surprise', 'trust  optimism', 'arrogance']",44.74,7.89,10.53,0,0
57728468edc2cb3880fdcfe7,blanche-de-l-acropolea-1988.jpg,"['surprise', 'anticipation', 'surprise', 'disgust', 'surprise', 'anticipation  surprise', 'gratitude  happiness  anticipation', 'humility', 'anticipation  surprise', 'surprise', 'gratitude  humility  happiness', 'fear', 'disgust', 'anticipation', 'surprise', 'disgust', 'anticipation', 'surprise  shyness', 'trust  gratitude  agreeableness', 'other', 'surprise', 'surprise', 'gratitude  humility  happiness', 'fear']",48.72,7.69,0,0,0
577287e7edc2cb388008acab,the-swagger-1965.jpg,"['humility', 'anticipation  surprise', 'humility', 'happiness', 'anticipation', 'surprise', 'surprise', 'fear', 'optimism', 'disgust', 'humility', 'anticipation  surprise', 'surprise', 'happiness', 'surprise', 'anticipation', 'surprise', 'fear', 'optimism', 'disgust']",42.31,7.69,0,0,0
5772813dedc2cb3880f3c8b3,untitled-1958.jpg,"['surprise', 'optimism', 'fear', 'trust  arrogance  anticipation  surprise', 'trust  happiness', 'humility', 'optimism', 'anticipation  surprise', 'anger', 'fear  anticipation  surprise', 'disgust', 'surprise', 'optimism', 'disgust', 'trust  arrogance  anticipation  surprise', 'happiness', 'humility', 'happiness', 'anticipation', 'anger', 'fear  anticipation  surprise', 'disgust']",40,7.5,5,0,0
577270a3edc2cb3880bedcbd,flora-on-sand-1927(1).jpg,"['anticipation', 'optimism', 'surprise', 'anticipation  surprise', 'happiness', 'surprise', 'happiness', 'anticipation', 'optimism', 'fear', 'anticipation', 'optimism', 'surprise', 'anticipation  surprise', 'happiness', 'surprise', 'happiness', 'humility  happiness', 'optimism', 'fear']",55.56,7.41,0,0,0
5772873cedc2cb388006bd5f,window-piece-1961.jpg,"['anticipation  surprise', 'other', 'surprise', 'other', 'surprise', 'shyness', 'humility', 'disgust', 'anticipation', 'disgust', 'anticipation', 'other', 'surprise', 'other', 'disagreeableness  surprise', 'shyness', 'humility  happiness', 'disgust', 'anticipation', 'disgust']",22.22,7.41,0,0,0
57728413edc2cb3880fca186,baby-rockefeller-1963.jpg,"['happiness', 'anger  fear', 'happiness  optimism  anticipation  surprise', 'surprise', 'humility', 'disagreeableness', 'disgust  disagreeableness', 'disgust', 'trust  fear  anticipation  surprise', 'happiness  surprise', 'happiness', 'happiness  disgust  fear', 'arrogance  disagreeableness  anticipation', 'surprise', 'humility', 'agreeableness', 'disgust  disagreeableness', 'disgust', 'trust  optimism  arrogance  agreeableness', 'happiness  optimism  surprise']",44.19,6.98,2.33,0,0
5772849aedc2cb3880fe6ca3,april-breakout-1981.jpg,"['humility', 'disgust', 'surprise', 'disgust', 'humility  anticipation  surprise', 'fear', 'arrogance', 'humility', 'happiness  surprise', 'surprise', 'humility', 'disgust', 'surprise', 'disgust', 'anticipation  surprise', 'fear', 'disgust', 'humility', 'happiness', 'surprise']",31.03,6.9,0,0,0
5917051aedc2cc64a4c3620c,ant-e-ero-1922-3.jpg,"['humility  happiness  optimism  surprise', 'optimism', 'anticipation', 'anticipation  surprise', 'optimism', 'happiness', 'anticipation', 'trust  gratitude  optimism  fear', 'optimism', 'happiness  anticipation', 'anticipation  surprise', 'humility  happiness  optimism', 'optimism', 'surprise', 'surprise  shyness', 'optimism', 'happiness', 'anticipation', 'trust  humility  optimism  fear  anticipation', 'optimism', 'happiness', 'happiness  optimism']",59.09,6.82,0,0,0
5772847cedc2cb3880fdee57,the-harbour-in-amsterdam-1630.jpg,"['disgust', 'happiness  optimism  anticipation', 'trust  humility', 'disagreeableness', 'trust', 'trust  happiness', 'trust', 'anger', 'trust  arrogance  disgust  fear', 'trust  happiness', 'trust  optimism', 'disgust', 'happiness  optimism', 'trust  humility', 'agreeableness', 'trust', 'trust', 'trust', 'happiness', 'trust  anger  arrogance  disgust  fear  shame  disagreeableness', 'trust  happiness', 'trust  optimism']",55.56,6.67,4.44,0,0
57728170edc2cb3880f4686b,le-bonheur-de-matisse-1981.jpg,"['surprise', 'disgust', 'fear', 'anticipation  surprise', 'other', 'surprise', 'surprise', 'happiness', 'anticipation  surprise', 'surprise', 'surprise', 'disgust', 'anticipation  surprise', 'anticipation  surprise', 'other', 'surprise', 'happiness  surprise', 'happiness  optimism', 'fear', 'surprise']",53.33,6.67,0,0,0
577283fbedc2cb3880fc7c17,astrazione-1921.jpg,"['disgust', 'disgust', 'happiness  surprise', 'fear', 'happiness  optimism', 'other', 'anticipation  surprise', 'surprise', 'surprise', 'surprise', 'disgust', 'disgust', 'optimism  surprise', 'fear', 'optimism', 'surprise', 'anticipation  surprise', 'other', 'surprise', 'surprise']",50,6.67,0,0,0
577285e7edc2cb388002683d,to-draw-on-1977.jpg,"['anticipation', 'humility  happiness  surprise', 'disgust', 'surprise', 'surprise', 'other', 'optimism', 'optimism', 'fear', 'happiness', 'anticipation', 'anticipation', 'happiness  anticipation  surprise', 'disgust', 'surprise', 'surprise', 'other', 'optimism', 'optimism', 'fear', 'optimism', 'anticipation']",46.67,6.67,0,0,0
57727fa2edc2cb3880eea904,aeroflower-1942.jpg,"['disgust', 'disgust', 'surprise', 'surprise', 'anger', 'happiness', 'other', 'anticipation  surprise', 'surprise', 'anticipation  surprise', 'surprise', 'disgust', 'disgust', 'surprise', 'surprise', 'anger', 'shyness', 'other', 'happiness', 'surprise', 'surprise  shyness', 'arrogance']",40,6.67,6.67,0,0
57727f0bedc2cb3880ecd954,grid-mounted-1921.jpg,"['surprise', 'humility', 'happiness', 'anticipation  surprise', 'optimism', 'optimism', 'surprise', 'anticipation', 'shame', 'surprise', 'humility', 'surprise', 'humility', 'humility  disagreeableness', 'anticipation  surprise', 'optimism', 'happiness', 'surprise', 'anticipation', 'shyness', 'anticipation', 'humility']",40,6.67,0,0,0
5772891fedc2cb38800c9e71,geruba.jpg,"['happiness', 'happiness', 'shyness', 'other', 'agreeableness', 'humility  anticipation', 'disgust', 'happiness', 'trust  happiness  optimism', 'humility', 'happiness  anticipation', 'disgust', 'shyness', 'other', 'agreeableness', 'humility  anticipation', 'disgust', 'happiness', 'happiness', 'humility']",36.67,6.67,0,0,0
57728432edc2cb3880fd2615,monochrome-orang-1956.jpg,"['anticipation', 'other', 'surprise', 'disgust', 'agreeableness', 'disgust', 'other', 'humility  fear  anticipation', 'anger', 'disgust  surprise', 'anticipation', 'other', 'surprise', 'disgust', 'agreeableness', 'optimism', 'other', 'optimism  arrogance  surprise', 'shyness', 'anticipation  surprise']",30,6.67,3.33,0,0
577288a2edc2cb38800b28b7,unistic-composition-1932.jpg,"['surprise', 'anticipation', 'surprise', 'anticipation', 'disagreeableness', 'disgust  fear', 'humility', 'anticipation  surprise', 'anticipation', 'anticipation', 'surprise', 'anticipation', 'surprise', 'anticipation', 'disagreeableness', 'disgust  fear', 'humility', 'anticipation  surprise', 'anticipation', 'surprise']",23.33,6.67,0,0,0
57728500edc2cb3880ffb33c,untitled-1954.jpg,"['anticipation  surprise', 'surprise', 'happiness  optimism', 'optimism', 'surprise', 'anticipation', 'fear', 'surprise', 'happiness', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'happiness  optimism', 'optimism', 'other', 'anticipation  surprise', 'fear', 'surprise', 'other', 'anticipation  surprise']",54.84,6.45,0,0,0
57728497edc2cb3880fe6ba1,untitled-yellows-and-greens-1975.jpg,"['disgust', 'surprise', 'anticipation  surprise', 'surprise', 'surprise', 'happiness', 'optimism', 'shyness', 'surprise', 'anticipation  surprise', 'surprise', 'disgust', 'surprise', 'anticipation', 'surprise', 'surprise', 'happiness', 'arrogance', 'shyness', 'anticipation  surprise', 'anticipation  surprise', 'surprise']",51.61,6.45,0,0,0
577278c0edc2cb3880d8cd3c,the-dominican-church-in-vienna-1758.jpg,"['happiness', 'trust', 'humility', 'arrogance', 'gratitude  humility', 'happiness', 'happiness', 'humility  happiness', 'happiness', 'fear', 'happiness', 'trust', 'humility', 'arrogance', 'gratitude  humility  happiness', 'trust', 'happiness', 'humility  happiness', 'happiness', 'fear']",48.39,6.45,0,0,0
57728965edc2cb38800dbac6,composition-i-1918.jpg,"['disgust', 'surprise', 'disgust', 'surprise', 'surprise', 'surprise', 'anger  disgust  fear  disagreeableness', 'optimism', 'optimism', 'happiness', 'surprise', 'surprise', 'disgust', 'anticipation', 'surprise', 'surprise', 'anger  disgust  fear  disagreeableness', 'optimism', 'optimism', 'happiness  anticipation']",45.16,6.45,6.45,0,0
57728592edc2cb3880018fe4,bild-no-15-berg-und-schiffe-1914.jpg,"['disgust', 'surprise', 'anger  fear', 'humility', 'disgust', 'anticipation  surprise', 'happiness', 'disagreeableness', 'anticipation  surprise', 'anticipation  surprise', 'disgust', 'surprise', 'anger  fear', 'humility', 'disgust', 'surprise', 'humility', 'disagreeableness', 'anticipation  surprise', 'anticipation  surprise']",29.03,6.45,6.45,0,0
57728a16edc2cb38800fd215,horatio-nelson-1806.jpg,"['trust  agreeableness  disagreeableness  anticipation  surprise', 'trust  fear', 'trust  agreeableness', 'trust  happiness  fear', 'trust', 'trust  happiness  optimism', 'trust', 'arrogance  anticipation', 'trust', 'trust', 'trust  agreeableness  disagreeableness  anticipation  surprise', 'trust  arrogance', 'trust', 'trust  happiness  fear', 'trust', 'trust  happiness  optimism', 'trust  optimism', 'trust  arrogance', 'trust', 'trust']",65.96,6.38,0,0,0
5772826bedc2cb3880f785ea,parisian-lady-1910.jpg,"['disgust', 'surprise', 'humility', 'trust  happiness', 'trust', 'trust', 'arrogance', 'happiness', 'trust  optimism', 'surprise', 'fear', 'anticipation  surprise', 'surprise', 'humility', 'trust  humility  happiness', 'trust  humility', 'trust', 'trust', 'happiness', 'optimism', 'surprise', 'fear']",59.38,6.25,0,0,0
577284d1edc2cb3880ff15db,untitled-1965.jpg,"['happiness', 'anticipation  surprise', 'surprise', 'agreeableness', 'fear  surprise', 'disgust  anticipation  surprise', 'surprise', 'surprise', 'anticipation', 'optimism', 'happiness', 'other', 'surprise', 'agreeableness', 'fear  surprise', 'disgust  anticipation  surprise', 'surprise', 'surprise', 'anticipation', 'optimism']",53.12,6.25,0,0,0
57728195edc2cb3880f4f6a5,the-autobiography-of-an-embryo-1934.jpg,"['disgust', 'anticipation', 'disgust', 'fear', 'surprise', 'surprise', 'surprise', 'surprise', 'surprise', 'surprise', 'surprise', 'surprise', 'disgust', 'anticipation', 'disgust', 'fear', 'anticipation  surprise', 'surprise', 'surprise', 'anticipation', 'surprise', 'surprise', 'surprise', 'disgust  surprise']",46.88,6.25,0,0,0
5772847bedc2cb3880fdedd7,attack-on-spanish-treasure-galleys-portugal-1602.jpg,"['optimism', 'anger  arrogance  disagreeableness', 'happiness', 'trust', 'happiness', 'trust', 'disagreeableness', 'anticipation', 'humility  happiness', 'optimism', 'optimism', 'trust  optimism  arrogance  disagreeableness', 'fear', 'trust', 'humility  happiness', 'disagreeableness', 'disagreeableness', 'fear  anticipation', 'happiness', 'optimism']",43.75,6.25,3.12,0,0
57727fa8edc2cb3880eeb332,bootless-boots-1960.jpg,"['surprise', 'surprise', 'anticipation  surprise', 'anticipation  surprise', 'anticipation', 'anticipation  surprise', 'optimism', 'shyness', 'optimism', 'disgust', 'surprise', 'anticipation', 'anticipation  surprise', 'trust  anticipation  surprise', 'anticipation', 'anticipation  surprise', 'optimism', 'shyness', 'happiness', 'humility']",43.75,6.25,0,0,0
57727796edc2cb3880d4f868,orange-and-yellow(1).jpg,"['disgust', 'optimism', 'other', 'other', 'happiness  anticipation', 'disagreeableness  surprise', 'optimism', 'humility', 'shyness', 'anticipation', 'optimism', 'disgust', 'optimism', 'other', 'optimism', 'happiness  anticipation', 'disagreeableness', 'disgust', 'anticipation', 'shyness', 'happiness  optimism', 'trust  optimism']",37.5,6.25,0,0,0
57727fbbedc2cb3880eecfc5,goethe-or-the-metamorphosis-of-plants-1940.jpg,"['surprise', 'disgust', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'surprise', 'surprise', 'anticipation  surprise', 'fear', 'trust  surprise', 'surprise', 'disgust', 'happiness  anticipation  surprise', 'anticipation  surprise', 'surprise', 'surprise', 'anticipation', 'anticipation  surprise', 'fear', 'trust  surprise']",54.55,6.06,0,0,0
57728363edc2cb3880fa9fc6,hot-still-scape-for-six-colors-7th-avenue-style-1940.jpg,"['anger  fear', 'surprise', 'agreeableness', 'optimism  disagreeableness  anticipation', 'surprise', 'surprise', 'surprise', 'optimism', 'anger  surprise', 'surprise', 'anger  fear', 'surprise', 'agreeableness  disagreeableness', 'arrogance  anticipation', 'surprise', 'surprise', 'surprise', 'optimism', 'anger  disgust', 'surprise']",48.48,6.06,12.12,0,0
577284e8edc2cb3880ff38fc,window-still-life-1915.jpg,"['happiness', 'happiness', 'disgust', 'fear', 'happiness', 'anticipation  surprise', 'happiness  anticipation', 'happiness', 'humility  happiness', 'humility', 'humility  happiness', 'happiness', 'disgust', 'fear', 'happiness  optimism', 'anticipation  surprise', 'humility', 'happiness', 'gratitude  humility  agreeableness', 'humility']",45.45,6.06,0,0,0
57727fe9edc2cb3880ef659e,hornet-1970.jpg,"['surprise', 'anticipation  surprise', 'disagreeableness', 'anticipation', 'disagreeableness  surprise', 'fear', 'anticipation  surprise', 'surprise', 'anticipation  surprise', 'surprise', 'surprise', 'disgust', 'disagreeableness', 'anticipation  surprise', 'anticipation  surprise', 'fear', 'anticipation  surprise', 'surprise', 'anticipation  surprise', 'surprise']",42.42,6.06,0,0,0
57728069edc2cb3880f12bc5,the-sculpture-court.jpg,"['disgust', 'fear', 'disgust', 'anticipation  surprise', 'trust', 'anticipation  surprise', 'anticipation  surprise', 'anticipation', 'trust  surprise', 'anticipation', 'disgust', 'fear', 'disgust', 'trust  happiness', 'surprise', 'anticipation  surprise', 'trust  anticipation  surprise', 'surprise', 'trust', 'anticipation']",42.42,6.06,0,0,0
57728760edc2cb388006e062,disegno-geometrico-1960.jpg,"['trust  anticipation  surprise', 'surprise', 'anticipation', 'surprise', 'disgust', 'other', 'surprise', 'other', 'disgust', 'optimism  anger  surprise', 'trust  anticipation  surprise', 'anticipation', 'agreeableness', 'surprise', 'disgust', 'other', 'surprise', 'other', 'disgust', 'optimism  shame  disagreeableness  shyness']",39.39,6.06,3.03,0,0
577282b8edc2cb3880f8a765,declaration-of-independence-1819.jpg,"['trust  optimism  arrogance  fear  disagreeableness  anticipation  surprise', 'trust  happiness  optimism', 'trust', 'optimism', 'trust', 'anticipation', 'trust', 'anticipation', 'trust  optimism', 'anger  disgust', 'trust  gratitude  anger  arrogance  disgust  fear  anticipation  surprise', 'trust  happiness  optimism', 'trust', 'trust  optimism', 'trust  optimism  agreeableness', 'trust  anticipation', 'trust', 'anticipation', 'trust  optimism', 'trust  shyness']",56.86,5.88,3.92,0,0
57728724edc2cb3880064406,print-6-1967.jpg,"['surprise', 'surprise  shyness', 'disgust', 'disagreeableness', 'anticipation', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'happiness  optimism  agreeableness  anticipation', 'surprise', 'surprise', 'surprise  shyness', 'disgust', 'disagreeableness', 'surprise', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'happiness  agreeableness  surprise', 'surprise']",55.88,5.88,0,0,0
577287aeedc2cb388007fac9,621-71-1971.jpg,"['anticipation', 'disgust', 'optimism', 'shyness', 'surprise', 'surprise', 'surprise', 'surprise', 'disgust', 'surprise', 'disgust', 'surprise', 'anticipation  surprise', 'anticipation', 'disgust', 'humility', 'shyness', 'surprise', 'anticipation  surprise', 'surprise', 'surprise', 'disgust  surprise', 'surprise', 'disgust', 'surprise', 'anticipation  surprise']",47.06,5.88,0,0,0
577280f1edc2cb3880f2ffce,en-grimpant-1962.jpg,"['surprise', 'trust  anticipation  surprise', 'surprise', 'anticipation  surprise', 'other', 'humility', 'surprise', 'anticipation', 'fear', 'surprise', 'trust  optimism  anticipation  surprise', 'trust  anticipation  surprise', 'surprise', 'anticipation  surprise', 'other', 'humility', 'surprise', 'anticipation', 'fear', 'surprise']",47.06,5.88,0,0,0
577279a7edc2cb3880dbeb14,portrait-of-a-philosopher.jpg,"['surprise', 'anticipation  surprise', 'fear  anticipation', 'surprise', 'anticipation  surprise', 'surprise', 'humility', 'trust', 'anticipation', 'happiness', 'surprise', 'humility  surprise', 'anticipation', 'disgust', 'surprise', 'happiness  anticipation', 'disagreeableness  surprise', 'agreeableness', 'trust', 'anticipation', 'happiness  optimism', 'fear']",47.06,5.88,0,0,0
57728287edc2cb3880f80695,untitled-1984-3.jpg,"['anticipation  surprise', 'surprise', 'surprise', 'anticipation', 'optimism', 'anticipation  surprise', 'optimism  arrogance  anticipation', 'fear', 'optimism', 'surprise', 'anticipation  surprise', 'anticipation', 'surprise', 'anticipation', 'optimism', 'anticipation  surprise', 'optimism  arrogance  disagreeableness  shyness', 'anticipation  surprise', 'surprise', 'surprise']",47.06,5.88,0,0,0
57727bd5edc2cb3880e2c6b3,onement-i-1948.jpg,"['disgust', 'surprise', 'anticipation', 'disagreeableness  anticipation  surprise', 'surprise', 'optimism', 'anticipation  surprise', 'fear  anticipation', 'disgust', 'disagreeableness  surprise', 'disgust', 'anticipation', 'anticipation', 'surprise', 'surprise', 'happiness', 'anticipation  surprise', 'anger  fear', 'disgust', 'surprise']",32.35,5.88,2.94,0,0
577288c2edc2cb38800b5c1c,the-ship-isabella-at-sea-1820.jpg,"['fear', 'happiness', 'happiness', 'anticipation', 'trust  gratitude  happiness  agreeableness', 'trust  humility  optimism  disgust  fear  disagreeableness  anticipation', 'optimism', 'trust  humility', 'trust  anticipation', 'trust', 'trust', 'happiness', 'humility  happiness', 'happiness', 'humility', 'trust  gratitude  humility  happiness', 'trust  gratitude  disgust  fear  agreeableness  disagreeableness', 'happiness  optimism', 'trust  happiness', 'trust  humility  anticipation', 'trust', 'trust']",55.77,5.77,0,0,0
57728079edc2cb3880f1463b,color-test-1987.jpg,"['surprise', 'happiness', 'surprise', 'trust  anticipation  surprise', 'fear', 'trust  happiness', 'happiness', 'happiness  surprise', 'anticipation  surprise', 'surprise', 'surprise', 'happiness', 'agreeableness', 'trust  anticipation  surprise', 'fear', 'trust  happiness  optimism', 'happiness  optimism', 'happiness  anticipation', 'happiness', 'surprise']",71.43,5.71,0,0,0
577282cdedc2cb3880f8c85a,luba-1961.jpg,"['trust', 'surprise', 'surprise', 'shyness', 'humility', 'anticipation  surprise', 'trust  anticipation  surprise', 'anticipation', 'anticipation', 'optimism', 'optimism', 'surprise', 'anticipation', 'shyness', 'humility', 'anticipation  surprise', 'trust  anticipation  surprise', 'happiness  agreeableness  anticipation  surprise', 'anticipation', 'optimism  surprise']",48.57,5.71,0,0,0
57728043edc2cb3880f09b3b,fowey-light-1974.jpg,"['humility', 'humility', 'surprise', 'anticipation  surprise', 'disgust', 'fear', 'anticipation', 'anticipation  surprise', 'optimism', 'other', 'anticipation  surprise', 'humility  surprise', 'humility', 'anticipation', 'anticipation  surprise', 'disgust', 'disgust  fear', 'anticipation', 'anticipation  surprise', 'optimism', 'surprise', 'anticipation  surprise']",31.43,5.71,0,0,0
57727c96edc2cb3880e4d33c,the-angel-of-the-annunciation-1.jpg,"['trust  humility  anticipation  surprise', 'fear', 'trust  gratitude  happiness', 'trust  gratitude', 'trust', 'trust', 'trust  humility', 'trust  happiness', 'trust  optimism  agreeableness  anticipation', 'trust', 'trust  gratitude  humility  anticipation  surprise', 'anger  fear', 'gratitude  happiness', 'trust  gratitude', 'trust  gratitude', 'trust  happiness  optimism  anticipation', 'trust  humility', 'trust  humility  happiness', 'trust  fear  anticipation', 'trust']",62.26,5.66,1.89,0,0
57727febedc2cb3880ef6905,rainbow-pickett-1965.jpg,"['disgust', 'disgust', 'optimism  anticipation', 'surprise', 'optimism', 'optimism', 'happiness  optimism', 'surprise', 'surprise', 'anticipation', 'surprise', 'anticipation  surprise', 'shyness', 'disgust', 'disgust', 'happiness  optimism', 'surprise', 'optimism', 'optimism', 'happiness  optimism', 'surprise', 'surprise', 'anticipation', 'surprise', 'happiness  anticipation', 'shyness']",58.33,5.56,0,0,0
57727f6fedc2cb3880ee024a,striped-column-1964.jpg,"['anticipation', 'surprise', 'optimism', 'happiness  optimism', 'anticipation', 'surprise', 'agreeableness', 'happiness', 'other', 'optimism  disgust  shyness', 'anticipation  surprise', 'anticipation', 'surprise', 'optimism', 'happiness  optimism', 'anticipation', 'surprise', 'agreeableness', 'happiness', 'surprise  other', 'optimism  disgust  disagreeableness  shyness', 'disagreeableness']",50,5.56,0,0,0
577283afedc2cb3880fb5ce8,1924-first-abstract-painting-chelsea-1924.jpg,"['anticipation', 'happiness', 'anticipation  surprise', 'anticipation', 'anticipation', 'happiness  optimism  anticipation', 'anticipation  surprise', 'anticipation  surprise', 'fear', 'optimism', 'optimism', 'anticipation', 'happiness', 'anticipation  surprise', 'anticipation', 'anticipation', 'happiness  optimism', 'anticipation  surprise', 'anticipation  surprise', 'fear', 'optimism', 'optimism']",44.44,5.56,0,0,0
